annee,tauxfemme,tauxhomme,ensemble
"2006","3.5","7.2","5.1",""
"2007","3.4","7.1","5.1",""
"2008","3.4","7.2","5.1",""
"2009","3.5","7.3","5.2",""
"2010","3.5","7.2","5.1",""
"2011","3.4","7.2","5.1",""
"2012","3.3","6.9","4.9",""
"2013","3.2","6.6","4.7",""
"2014","3.7","7.5","5.4",""
"2015","2.9","6.2","4.4",""
"2016","2.9","6.4","4.5",""
