annee,tauxfemme,tauxhomme,ensemble
"2006","4.7","4.7","4.7",""
"2007","19.2","14.7","16.9",""
"2008","13.0","11.1","12.1",""
"2009","19.5","15.5","17.5",""
"2010","9.3","7.9","8.6",""
"2011","9.2","7.8","8.5",""
"2012","9.2","7.9","8.5",""
"2013","10.8","9.4","10.1",""
"2014","12.6","10.4","11.5",""
"2015","12.3","9.7","11",""
"2016","13.0","10.1","11.5",""
