annee,tauxfemme,tauxhomme,ensemble
"2006","13.2","11.3","12.3",""
"2007","13.3","11.3","12.3",""
"2008","13.3","11.3","12.3",""
"2009","13.2","11.3","12.3",""
"2010","13.2","11.3","12.3",""
"2011","13.2","11.2","12.2",""
"2012","13.1","11.2","12.2",""
"2013","13.1","11.2","12.2",""
"2014","13.2","11.2","12.2",""
"2015","12.5","10.8","11.7",""
"2016","12.5","10.8","11.7",""
