annee,tauxfemme,tauxhomme,ensemble
"2006","17.5","11.0","13.6",""
"2007","17.6","11.0","13.6",""
"2008","17.6","11.0","13.6",""
"2009","17.7","11.1","13.7",""
"2010","17.6","11.0","13.6",""
"2011","17.6","11.0","13.6",""
"2012","17.6","11.0","13.6",""
"2013","17.5","11.0","13.6",""
"2014","17.5","11.0","13.6",""
"2015","17.8","11.4","13.9",""
"2016","17.7","11.3","13.9",""
