annee,tauxfemme,tauxhomme,ensemble
"2006","2.9","5.1","4.4",""
"2007","0.8","4.5","3.3",""
"2008","0.8","4.4","3.2",""
"2009","0.9","4.6","3.4",""
"2010","0.8","4.4","3.2",""
"2011","0.8","4.5","3.4",""
"2012","0.7","4.3","3.2",""
"2013","1.2","4.4","3.4",""
"2014","1.6","4.7","3.7",""
"2015","1.8","5.9","4.6",""
"2016","2.6","4.7","0.0",""
